tenant_id,session_id,user_id,timestamp,deployment_type,channel,l1_domain,l2_module,l3_feature,l4_action,l5_deployment_node,duration_ms,success,metadata,feedback_text,churn_label
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,181963dbbf661d1301b45df7f53db2cd2cb13bbda98c7a1045b63b9eaf7db082,f8ac77bf4a8c6c20b1c7fd8c455fe08538aa9f014a8354ba73bdff14ab7d8871,2026-02-16 02:37:19.983461+00:00,cloud,api,origination,loan_engine,loan_accept,complete,gcp-us-central1,1982,True,"{'session_index': 4, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,181963dbbf661d1301b45df7f53db2cd2cb13bbda98c7a1045b63b9eaf7db082,f8ac77bf4a8c6c20b1c7fd8c455fe08538aa9f014a8354ba73bdff14ab7d8871,2026-02-16 02:39:11.983461+00:00,cloud,api,origination,loan_engine,disbursement,fail,gcp-us-central1,823,False,"{'session_index': 4, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 07:52:38.927649+00:00,cloud,web,origination,loan_engine,login,complete,aws-eu-west-1,540,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 07:54:50.927649+00:00,cloud,web,origination,kyc_engine,kyc_check,complete,aws-eu-west-1,211,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 07:57:59.927649+00:00,cloud,web,origination,kyc_engine,doc_upload,complete,aws-eu-west-1,772,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 08:01:53.927649+00:00,cloud,web,origination,loan_engine,income_verification,complete,aws-eu-west-1,123,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 08:05:34.927649+00:00,cloud,web,origination,loan_engine,loan_offer_view,complete,aws-eu-west-1,1284,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 08:09:48.927649+00:00,cloud,web,origination,credit_engine,bureau_pull,complete,aws-eu-west-1,1214,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 08:14:42.927649+00:00,cloud,web,origination,loan_engine,loan_offer_view,complete,aws-eu-west-1,551,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 08:19:03.927649+00:00,cloud,web,origination,loan_engine,loan_accept,complete,aws-eu-west-1,1285,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,917d23ff50c124f1c70e77bed7956bc82d70a1043a818b5ad68f56e2fe2e3936,bc9d5ef681443b7594d40c3f1f63361bb1066108cd641c92ec848704bf220e46,2026-02-25 08:20:34.927649+00:00,cloud,web,origination,loan_engine,income_verification,complete,aws-eu-west-1,531,True,"{'session_index': 5, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:43:09.099988+00:00,on_prem,mobile,origination,loan_engine,login,complete,dc-bangalore-02,469,True,"{'session_index': 6, 'tenant_index': 0}",The disbursement was instant and the process was very smooth!,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:47:09.099988+00:00,on_prem,mobile,origination,kyc_engine,kyc_check,complete,dc-bangalore-02,1178,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:51:38.099988+00:00,on_prem,mobile,origination,kyc_engine,doc_upload,complete,dc-bangalore-02,998,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:52:35.099988+00:00,on_prem,mobile,origination,credit_engine,bureau_pull,complete,dc-bangalore-02,1348,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:53:55.099988+00:00,on_prem,mobile,origination,credit_engine,credit_scoring,complete,dc-bangalore-02,944,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:54:56.099988+00:00,on_prem,mobile,origination,loan_engine,income_verification,complete,dc-bangalore-02,455,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 04:58:52.099988+00:00,on_prem,mobile,origination,loan_engine,loan_offer_view,complete,dc-bangalore-02,650,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 05:02:15.099988+00:00,on_prem,mobile,origination,loan_engine,loan_accept,complete,dc-bangalore-02,1027,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 05:03:40.099988+00:00,on_prem,mobile,origination,loan_engine,login,complete,dc-bangalore-02,591,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,426ad63b271ead4de39098efc28f073f1c4e5456981cb11632040bfcf1509931,7b9436b3f2d08f06f93480eedb1412f49125f48f79493c6eb53e843263bc23eb,2026-03-01 05:06:17.099988+00:00,on_prem,mobile,origination,loan_engine,disbursement,complete,dc-bangalore-02,1870,True,"{'session_index': 6, 'tenant_index': 0}",,0
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:28:12.581492+00:00,cloud,mobile,origination,loan_engine,login,complete,aws-eu-west-1,1962,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:32:51.581492+00:00,cloud,mobile,origination,kyc_engine,kyc_check,complete,aws-eu-west-1,1826,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:34:40.581492+00:00,cloud,mobile,origination,kyc_engine,doc_upload,complete,aws-eu-west-1,1167,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:36:47.581492+00:00,cloud,mobile,origination,loan_engine,income_verification,complete,aws-eu-west-1,402,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:39:48.581492+00:00,cloud,mobile,origination,loan_engine,loan_offer_view,complete,aws-eu-west-1,196,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:42:09.581492+00:00,cloud,mobile,origination,loan_engine,income_verification,complete,aws-eu-west-1,1120,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:43:08.581492+00:00,cloud,mobile,origination,credit_engine,bureau_pull,complete,aws-eu-west-1,244,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:44:09.581492+00:00,cloud,mobile,origination,credit_engine,credit_scoring,complete,aws-eu-west-1,1823,True,"{'session_index': 7, 'tenant_index': 0}",,1
6f9f23c1c3baf1cf8b98ff7c9f6a898fdc35886ac731f909fd3f87a64e5364ab,e64347e6e36fc146610c99252bc8a1057146180c4eff91371e3523f0963a43e1,c6fd22e060203bd87487d3d2d022745958e0e8eced8a6d8161676cea9e1752fd,2026-03-11 20:47:19.581492+00:00,cloud,mobile,origination,loan_engine,manual_review,complete,aws-eu-west-1,460,True,"{'session_index': 7, 'tenant_index': 0}",,1
